day,page,word,x,y
37,257,option,86.3,109.5
37,257,adopt,86.3,223.3
37,257,opinion,86.3,381.2
38,258,ordinary,56.1,162.2
38,258,subordinate,56.1,264.9
38,258,coordinate,56.1,401.7
38,259,origin,86.3,109.5
38,259,orient,86.3,274.0
38,259,prepare,86.3,465.7
38,259,apparatus,86.3,568.4
38,260,repair,56.1,56.6
38,260,emperor,56.1,210.9
38,260,imperial,56.1,339.6
38,260,transparent,56.1,495.4
38,261,apparent,86.3,56.6
38,261,appear,86.3,389.8
38,262,compare,56.1,109.5
38,262,peer,56.1,349.1
38,262,partial,56.1,476.4
38,262,particle,56.1,624.5
38,263,particular,86.3,56.6
38,263,apart,86.3,198.7
38,263,portion,86.3,325.5
38,263,proportion,86.3,426.9
39,264,passage,56.1,151.2
39,264,passenger,56.1,264.9
39,264,passerby,56.1,383.0
39,264,pastime,56.1,485.7
39,264,surpass,56.1,588.4
39,265,pace,86.3,56.6
39,265,pathetic,86.3,185.2
39,265,antipathy,86.3,287.9
39,265,empathy,86.3,390.6
39,265,sympathy,86.3,523.5
39,266,patient,56.1,56.6
39,266,passion,56.1,210.8
39,266,compassion,56.1,313.5
39,266,patriot,56.1,468.6
39,266,patron,56.1,584.4
39,267,pattern,86.3,56.6
39,267,pedestrian,86.3,193.8
39,267,expedition,86.3,307.2
39,267,compel,86.3,469.0
39,267,expel,86.3,605.2
39,268,appeal,56.1,56.6
39,268,polish,56.1,250.2
39,268,impulse,56.1,437.2
39,269,penalty,86.3,98.5
39,269,punish,86.3,264.3
40,270,depend,56.1,162.2
40,270,suspend,56.1,323.3
40,270,expend,56.1,491.7
40,271,compensate,86.3,56.6
40,271,pension,86.3,187.7
40,271,ponder,86.3,303.4
40,271,experience,86.3,456.1
40,271,experiment,86.3,585.2
40,272,expert,56.1,56.6
40,272,peril,56.1,159.3
40,272,compete,56.1,333.4
40,272,competence,56.1,466.8
40,273,petition,86.3,45.5
40,273,appetite,86.3,148.2
40,273,repeat,86.3,275.0
40,273,emphasize,86.3,489.4
40,273,phase,86.3,622.9
40,274,phenomenon,56.1,56.6
40,274,fancy,56.1,174.7
41,276,applaud,56.1,151.2
41,276,explode,56.1,299.2
41,276,complete,56.1,473.3
41,276,complement,56.1,599.2
41,277,implement,86.3,56.6
41,277,compliment,86.3,461.3
41,277,accomplish,86.3,601.1
41,278,supply,56.1,56.6
41,278,plenty,56.1,178.8
41,278,please,56.1,329.7
41,278,plead,56.1,537.7
41,279,complicate,86.3,98.5
41,279,simplicity,86.3,218.9
41,279,complex,86.3,335.0
41,279,perplex,86.3,495.8
41,279,imply,86.3,609.6
41,280,apply,56.1,58.6
41,280,diplomatic,56.1,253.9
41,280,employ,56.1,398.5
41,280,exploit,56.1,560.3
41,281,explore,86.3,109.5
42,282,political,56.1,162.2
42,282,policy,56.1,411.7
42,282,metropolis,56.1,527.4
42,283,popular,86.3,109.5
42,283,populate,86.3,236.3
42,283,public,86.3,350.1
42,283,publish,86.3,504.8
42,283,republic,86.3,637.7
42,284,export,56.1,109.5
42,284,import,56.1,223.3
42,284,transport,56.1,338.8
42,284,portable,56.1,449.9
42,284,opportunity,56.1,563.7
42,285,pose,86.3,109.5
42,285,position,86.3,223.3
42,285,positive,86.3,342.9
42,285,post,86.3,471.7
42,286,deposit,56.1,56.6
42,286,impose,56.1,196.6
42,286,purpose,56.1,312.1
42,286,oppose,56.1,445.6
42,287,suppose,86.3,56.6
42,287,component,86.3,177.8
42,287,opponent,86.3,304.7
42,287,compound,86.3,413.7
43,288,possible,56.1,162.2
43,288,possess,56.1,302.4
43,289,potential,86.3,56.6
43,289,precious,86.3,209.3
43,289,appreciate,86.3,325.0
43,289,praise,86.3,503.9
43,289,priceless,86.3,606.6
43,290,comprehend,56.1,109.5
43,290,prison,56.1,246.1
43,290,imprison,56.1,348.8
43,290,enterprise,56.1,462.6
43,290,surprise,56.1,602.4
43,291,prey,86.3,56.6
43,291,pressure,86.3,218.3
43,291,express,86.3,360.1
43,291,impress,86.3,538.9
43,292,oppress,56.1,45.5
43,292,prime,56.1,294.7
43,292,primary,56.1,417.5
43,292,primitive,56.1,572.3
43,293,principal,86.3,56.6
43,293,principle,86.3,172.7
43,293,prior,86.3,286.4
44,294,private,56.1,162.2
44,294,deprive,56.1,545.1
44,295,probable,86.3,109.5
44,295,probe,86.3,217.7
44,295,prove,86.3,331.5
44,295,approve,86.3,471.3
44,296,proper,56.1,109.5
44,296,property,56.1,231.6
44,296,appropriate,56.1,340.7
44,296,punctual,56.1,508.8
44,296,punctuate,56.1,606.9
44,297,disappoint,86.3,45.5
44,297,dispute,86.3,228.4
44,297,reputation,86.3,595.0
44,298,acquire,56.1,109.5
44,298,require,56.1,249.3
44,298,inquire,56.1,400.5
44,298,conquer,56.1,558.4
44,299,request,86.3,56.6
44,299,exquisite,86.3,159.3
45,300,range,56.1,162.2
45,300,arrange,56.1,284.5
45,300,rank,56.1,420.9
45,300,rate,56.1,558.8
45,301,ratio,86.3,45.5
45,301,rational,86.3,159.3
45,301,reason,86.3,296.3
45,301,correct,86.3,518.6
45,302,direct,56.1,58.6
45,302,erect,56.1,292.6
45,302,region,56.1,423.3
45,302,regular,56.1,537.0
45,303,regulate,86.3,56.6
45,303,rule,86.3,193.6
45,303,reign,86.3,391.3
45,303,royal,86.3,487.5
45,304,rotate,56.1,98.5
45,304,control,56.1,448.2
45,304,enroll,56.1,604.3
45,305,bankrupt,86.3,98.5
45,305,corrupt,86.3,238.5
45,305,disrupt,86.3,352.2
45,305,erupt,86.3,466.0
45,305,interrupt,86.3,606.0
45,306,route,56.1,45.5
45,306,routine,56.1,159.3
46,308,sacred,56.1,151.2
46,308,sacrifice,56.1,258.4
46,308,saint,56.1,372.2
46,308,descend,56.1,499.0
46,309,scale,86.3,58.6
46,309,escalate,86.3,187.3
46,309,conscious,86.3,366.0
46,309,subconscious,86.3,544.8
46,310,conscience,56.1,56.6
46,310,describe,56.1,215.7
46,310,prescribe,56.1,350.6
46,310,subscribe,56.1,448.7
46,310,section,56.1,605.5
46,311,sector,86.3,56.6
46,311,segment,86.3,211.6
46,311,sense,86.3,354.4
46,312,sensation,56.1,56.6
46,312,nonsense,56.1,167.8
46,312,sentiment,56.1,270.5
46,312,consent,56.1,399.6
46,312,resent,56.1,515.3
46,313,scent,86.3,45.5
47,314,sequence,56.1,162.2
47,314,consequence,56.1,289.0
47,314,subsequent,56.1,420.1
47,314,pursue,56.1,549.3
47,315,suit,86.3,58.6
47,315,execute,86.3,231.7
47,315,desert,86.3,506.6
47,316,insert,56.1,56.6
47,316,exert,56.1,159.3
47,316,series,56.1,292.6
47,316,conserve,56.1,462.3
47,316,deserve,56.1,606.8
47,317,preserve,86.3,56.6
47,317,reserve,86.3,222.0
47,317,observe,86.3,413.8
47,318,reside,56.1,98.5
47,318,president,56.1,271.4
47,318,session,56.1,408.4
47,318,assess,56.1,522.1
47,319,obsess,86.3,45.5
47,319,settle,86.3,244.3
48,320,sign,56.1,162.2
48,320,significant,56.1,284.5
48,320,assign,56.1,478.3
48,320,design,56.1,600.5
48,321,designate,86.3,45.5
48,321,resign,86.3,207.2
48,321,signal,86.3,309.9
48,321,seal,86.3,421.9
48,321,similar,86.3,574.5
48,322,resemble,56.1,45.5
48,322,assemble,56.1,150.2
48,322,seemingly,56.1,414.4
48,322,simulation,56.1,505.7
48,322,simultaneously,56.1,628.8
48,323,social,86.3,109.5
48,323,associate,86.3,244.4
48,323,sole,86.3,471.0
48,323,solitary,86.3,565.0
48,324,solitude,56.1,45.5
48,324,solve,56.1,193.0
48,324,resolve,56.1,319.7
48,324,dissolve,56.1,467.8
49,325,philosophy,86.3,162.2
49,325,sophisticated,86.3,289.0
49,325,sophomore,86.3,420.1
49,325,spectacle,86.3,577.1
49,326,aspect,56.1,56.6
49,326,expect,56.1,170.3
49,326,inspect,56.1,310.5
49,326,respect,56.1,461.7
49,327,prospect,86.3,56.6
49,327,suspect,86.3,182.4
49,327,species,86.3,450.1
49,327,specific,86.3,563.9
49,328,special,56.1,56.6
49,328,despite,56.1,353.9
49,328,prosper,56.1,506.7
49,329,despair,86.3,45.5
49,329,sphere,86.3,232.1
49,329,atmosphere,86.3,338.8
49,329,hemisphere,86.3,456.9
50,330,spirit,56.1,162.2
50,330,aspire,56.1,291.0
50,330,inspire,56.1,407.1
50,330,expire,56.1,532.5
50,331,respond,86.3,203.8
50,331,responsible,86.3,397.6
50,331,sponsor,86.3,541.7
50,332,stand,56.1,109.5
50,332,standard,56.1,439.0
50,332,state,56.1,556.6
50,333,statistics,86.3,45.5
50,333,statue,86.3,185.3
50,333,status,86.3,299.1
50,333,stable,86.3,425.9
50,333,establish,86.3,548.7
50,334,constant,56.1,56.6
50,334,estate,56.1,159.3
50,334,instance,56.1,273.1
50,334,instant,56.1,566.8
50,335,obstacle,86.3,56.6
50,335,substance,86.3,183.4
51,337,assist,86.3,162.2
51,337,consist,86.3,498.2
51,338,exist,56.1,56.6
51,338,insist,56.1,183.4
51,338,resist,56.1,340.7
51,338,restore,56.1,534.5
51,339,arrest,86.3,56.6
51,339,cost,86.3,178.7
51,339,steady,86.3,320.7
51,339,system,86.3,442.8
51,339,constitute,86.3,571.0
51,340,institute,56.1,56.6
51,340,substitute,56.1,183.4
51,340,destination,56.1,357.8
51,340,superstition,56.1,493.9
51,341,distinguish,86.3,109.5
51,341,extinguish,86.3,256.4
51,341,extinct,86.3,374.4
51,341,distinct,86.3,542.9
51,342,instinct,56.1,56.6
51,342,stimulate,56.1,170.3
52,343,strict,86.3,162.2
52,343,restrict,86.3,289.0
52,343,district,86.3,415.8
52,343,strain,86.3,531.5
52,344,restrain,56.1,45.5
52,344,strait,56.1,161.2
52,344,distress,56.1,263.9
52,344,stress,56.1,392.7
52,344,prestige,56.1,560.5
52,345,structure,86.3,109.5
52,345,construct,86.3,231.8
52,345,instruct,86.3,385.9
52,345,instrument,86.3,551.3
52,346,industry,56.1,56.6
52,346,destroy,56.1,235.6
52,346,insult,56.1,583.1
52,347,result,86.3,56.6
52,347,assume,86.3,230.8
52,347,consume,86.3,383.6
52,347,presume,86.3,537.4
52,348,resume,56.1,56.6
53,349,assure,86.3,151.2
53,349,reassure,86.3,259.8
53,349,insure,86.3,362.5
53,349,surge,86.3,505.9
53,349,source,86.3,621.8
53,350,resource,56.1,56.6
53,350,attach,56.1,209.2
53,350,attack,56.1,346.2
53,350,stake,56.1,448.9
53,351,intact,86.3,98.5
53,351,contact,86.3,212.2
53,351,integrate,86.3,314.9
53,351,attain,86.3,451.9
53,351,entire,86.3,596.8
53,352,tailor,56.1,98.5
53,352,retail,56.1,201.2
53,352,detail,56.1,335.0
53,352,contain,56.1,485.9
53,352,entertain,56.1,599.6
53,353,obtain,86.3,56.6
53,353,retain,86.3,327.5
53,353,sustain,86.3,436.6
53,353,content,86.3,560.7
53,354,continent,56.1,56.6
53,354,continue,56.1,196.4
54,355,technique,86.3,162.2
54,355,technology,86.3,355.5
54,355,temperate,86.3,523.5
54,356,temperature,56.1,56.6
54,356,temper,56.1,185.7
54,356,temperament,56.1,288.4
54,357,temporary,86.3,109.5
54,357,contemporary,86.3,238.7
54,357,tempt,86.3,419.7
54,357,attempt,86.3,556.7
54,358,attend,56.1,111.5
54,358,pretend,56.1,341.4
54,358,extend,56.1,455.2
54,359,intend,86.3,56.6
54,359,tend,86.3,218.4
54,359,tender,86.3,330.2
54,359,tense,86.3,445.9
54,359,intense,86.3,593.4
54,360,terminal,56.1,109.5
54,360,terminate,56.1,194.4
54,360,determine,56.1,296.3
54,360,term,56.1,426.4
55,361,terrible,86.3,162.2
55,361,terror,86.3,274.0
55,362,terrify,56.1,56.6
55,362,terrestrial,56.1,201.8
55,362,territory,56.1,315.6
55,362,testify,56.1,481.2
55,362,contest,56.1,595.0
55,363,protest,86.3,56.6
55,363,text,86.3,214.5
55,363,context,86.3,336.8
55,363,textile,86.3,450.5
55,363,texture,86.3,553.2
55,364,theology,56.1,98.5
55,364,enthusiasm,56.1,212.2
55,364,thesis,56.1,367.4
55,364,hypothesis,56.1,470.1
55,364,theme,56.1,592.9
55,365,tone,86.3,109.5
55,365,intonation,86.3,199.2
55,365,monotonous,86.3,317.3
55,365,tune,86.3,446.4
55,365,torture,86.3,608.9
55,366,distort,56.1,56.6
55,366,torment,56.1,172.3
56,368,abstract,56.1,162.1
56,368,attract,56.1,289.0
56,368,contract,56.1,436.1
56,368,distract,56.1,565.0
56,369,extract,86.3,56.6
56,369,treat,86.3,180.8
56,369,treaty,86.3,493.1
56,369,retreat,86.3,608.9
56,370,trace,56.1,56.6
56,370,track,56.1,175.7
56,370,trail,56.1,339.3
56,370,trait,56.1,440.7
56,370,portray,56.1,567.5
56,371,tradition,86.3,109.5
56,371,betray,86.3,231.4
56,371,tremble,86.3,389.4
56,371,tremendous,86.3,503.2
56,372,attribute,56.1,109.5
56,372,contribute,56.1,238.4
56,372,distribute,56.1,428.3
56,373,trust,86.3,109.5
56,373,entrust,86.3,245.2
56,373,truthful,86.3,360.9
57,374,intrude,56.1,151.2
57,374,thrust,56.1,295.3
57,374,threat,56.1,409.0
57,374,disturb,56.1,559.9
57,375,trouble,86.3,56.6
57,375,abundant,86.3,242.2
57,375,surround,86.3,375.6
57,376,urban,56.1,109.5
57,376,suburb,56.1,207.5
57,376,use,56.1,358.4
57,376,abuse,56.1,595.8
57,377,utensil,86.3,45.5
57,377,utilize,86.3,148.2
57,377,invade,86.3,303.2
57,377,evade,86.3,425.1
57,378,vague,56.1,109.5
57,378,extravagant,56.1,212.2
57,378,value,56.1,391.5
57,378,evaluate,56.1,605.6
57,379,valid,86.3,56.6
57,379,available,86.3,170.3
57,379,prevail,86.3,297.1
57,379,vanish,86.3,447.2
57,379,vain,86.3,556.3
57,380,avoid,56.1,56.6
57,380,vacant,56.1,159.3
57,380,vacuum,56.1,440.8
58,381,various,86.3,162.2
58,381,variable,86.3,359.2
58,382,variation,56.1,56.6
58,382,avenge,56.1,209.4
58,382,revenge,56.1,312.1
58,383,adventure,86.3,109.5
58,383,venture,86.3,225.2
58,383,convention,86.3,337.6
58,383,event,86.3,506.6
58,384,invent,56.1,56.6
58,384,prevent,56.1,236.2
58,384,avenue,56.1,365.3
58,384,convenient,56.1,527.4
58,385,intervene,86.3,56.6
58,385,souvenir,86.3,171.3
58,385,advertise,86.3,337.0
58,385,convert,86.3,463.8
58,386,vertical,56.1,56.6
58,386,converse,56.1,185.3
58,386,diverse,56.1,364.7
58,386,reverse,56.1,491.5
58,387,verse,86.3,45.5
58,387,version,86.3,172.3
58,387,divorce,86.3,275.0
59,388,via,56.1,162.7
59,388,obvious,56.1,264.1
59,388,previous,56.1,390.9
59,388,convey,56.1,504.7
59,388,voyage,56.1,620.4
59,389,victory,86.3,423.1
59,390,convict,56.1,45.5
59,390,convince,56.1,178.8
59,390,divide,56.1,379.7
59,390,individual,56.1,544.5
59,391,devise,86.3,56.6
59,391,widow,86.3,185.3
59,391,vigor,86.3,326.9
59,391,vision,86.3,482.0
59,392,revise,56.1,56.6
59,392,supervise,56.1,413.7
59,392,evidence,56.1,555.8
59,393,provide,86.3,56.6
59,393,view,86.3,270.9
59,393,interview,86.3,434.3
59,393,review,86.3,570.8
59,394,envy,56.1,45.5
59,394,survey,56.1,225.8
60,395,survive,86.3,162.2
60,395,vivid,86.3,301.8
60,395,vital,86.3,415.6
60,395,vocal,86.3,557.2
60,396,vocabulary,56.1,56.6
60,396,vocation,56.1,174.7
60,396,advocate,56.1,542.5
60,397,evoke,86.3,45.5
60,397,provoke,86.3,148.2
60,397,voluntary,86.3,335.2
60,397,evolve,86.3,553.7
60,398,revolve,56.1,45.5
60,398,involve,56.1,198.3
60,398,volume,56.1,353.3
60,398,vote,56.1,543.2
60,399,devote,86.3,56.6
60,399,award,86.3,275.9
60,399,reward,86.3,402.7
60,399,aware,86.3,529.4
60,400,warn,56.1,56.6
